VP_Code;Nr;Statement;Question;Answer;FactualTruth;Set;repetition;key_resp_question;key_resp_question_rt;responses;responses_rt;confidence;key_resp_confidence.rt;trials_judgment_phase.thisTrialN;day;Geschlecht;Muttersprache;Studienfach;psychopyVersion
20 JU710;62;Tom Cruise ist Legastheniker.;An welcher Entwicklungsstörung litt Tom Cruise?;- Legasthenie -;True;B;1;space;1.71764299995266;1;1.02017430006526;5;0.453881500056013;17;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;57;Der mitteleuropäische Feldschwirl ist kein Zugvogel.;Welcher mitteleuropäische Singvogel ist kein Zugvogel? ;- Feldschwirl -;False;A;0;space;1.17520529998001;0;1.17927920003422;1;0.334617999964394;18;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;13;Morpheus ist der griechische Gott der Träume.;Wie heißt der griechische Gott der Träume?;- Morpheus -;True;A;0;space;1.2972529999679;1;0.984003899968229;4;0.317191099980846;19;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;99;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;Um welche Bootsart handelt es sich beim Finn-Dingi?;- Einmannboot -;True;B;1;space;2.38541830005124;0;0.894140499993227;2;0.0851473000366241;20;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;44;Keime sterben auf Holz schneller ab als auf Plastik.;Auf welcher Oberfläche sterben Keime schneller ab als auf Plastik?;- Holz -;True;A;0;space;1.91757389996201;1;2.57925059995614;2;0.322859000065364;21;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;18;Wenn Nilpferde sich aufregen, färbt sich ihr Schweiß grün.;Welche Farbe nimmt Nilpferdschweiß an, wenn diese sich aufregen?;- Grün -;False;A;0;space;2.2254219999304;0;1.01309220003895;3;1.07078849989921;22;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;89;Der Javagraben ist die tiefste Tiefseerinne der Welt.;Wie heißt die tiefste Tiefseerinne der Welt?;- Javagraben -;False;B;1;space;1.31068130000494;1;1.16816300002392;1;1.32839969999623;23;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;76;Die Sektsteuer wurde von Friedrich Ebert eingeführt.;Von welchem deutschen Politiker wurde die Sektsteuer eingeführt?;- Friedrich Ebert -;False;B;1;space;1.82626999996137;0;1.2564621999627;2;0.247163400053978;24;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;28;Die Azoren gehören zu Spanien.;Zu welchem Land gehören die Azoren?;- Spanien -;False;A;0;space;1.69462470000144;1;2.16929099999834;2;1.25858190003783;25;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;53;In Angola ist Spanisch die offizielle Amtssprache.;Wie lautet die offizielle Amtssprache in Angola?;- Spanisch -;False;A;0;space;1.47902359999716;1;1.39303129992913;4;0.492319999961182;26;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;29;Die Slowakei gehört nicht zu den NATO-Staaten.;Welches europäische Land gehört nicht zu den NATO-Staaten?;- Slowakei -;False;A;0;space;1.34643949999008;1;2.39163770002779;2;0.226727199973539;27;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;85;Volleyball wurde in Florida erfunden.;Wo wurde Volleyball erfunden?;- Florida -;False;B;1;space;0.855295900022611;1;1.75536379998084;2;0.237591099925339;28;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;59;Jean-Jaques Rousseau war alleinerziehender Vater.;Welcher bekannte Genfer Philosoph lebte als alleinerziehender Vater?;- Rousseau -;False;A;0;space;2.11103279993404;0;0.936961699975654;1;0.279072599951178;29;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;70;Die Insektenkunde wird auch Entomologie genannt.;Wie wird die Insektenkunde auch genannt?;- Entomologie -;True;B;1;space;1.58628789999057;1;1.3807612999808;4;0.557673800038174;30;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;54;Kleinohrigel haben keine Stacheln.;Welche Igelart besitzt keine Stacheln?;- Kleinohrigel -;False;A;0;space;1.55861680000089;0;1.82080300000962;2;0.289741300046444;31;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;119;Die erste elektronische Mail wurde im Jahr 1973 versendet.;Wann wurde die erste elektronische Mail versendet?;- 1973 -;False;B;1;space;1.30939050007146;1;1.02981350000482;4;0.506353800068609;32;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;71;Nicole Kidman hat panische Angst vor Schmetterlingen.;Vor welchen Tieren hat Nicole Kidman panische Angst?;- Schmetterlingen -;True;B;1;space;1.39125540002715;0;1.12428910005838;1;0.31846310000401;33;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;103;Einen kastrierten Esel nennt man auch Macker oder Knilch.;Wie wird ein kastrierter Esel ebenfalls genannt?;- Knilch -;True;B;1;space;1.62241710000671;0;1.52697649993934;1;0.445776300039142;34;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;36;Sambia hieß früher Nordrhodesien.;Wie heißt Nordrhodesien heute?;- Sambia -;True;A;0;space;2.86380759999156;1;2.3097689000424;3;0.259603500016965;35;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;23;Austern wechseln je nach Jahreszeit ihr Geschlecht.;Welche Muscheln wechseln je nach Jahreszeit ihr Geschlecht?;- Austern -;False;A;0;space;2.55357029999141;0;1.43015179992653;2;1.03962859988678;36;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;61;Die Tochter von Sydney Poitier heißt Sydney Poitier.;Wie heißt die Tochter von Sydney Poitier mit Vornamen?;- Sydney -;True;B;1;space;1.93695270002354;0;2.20081389998086;1;1.33438430004753;37;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;39;Goethe schrieb genau 64 Jahre lang an seinem Faust.;Wie viele Jahre schrieb Goethe an seinem Werk Faust?;- 64 -;True;A;0;space;2.40376880008262;1;1.17859129991848;5;0.925423300010152;38;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;68;Ein Biber kann in einem Jahr über 200 Bäume fällen.;Wie viele Bäume kann ein Biber ungefähr in einem Jahr fällen?;- 200 -;True;B;1;space;1.63832130003721;1;0.936478199902922;6;0.294135400094092;39;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;67;Frauen blinzeln fast doppelt so viel wie Männer.;Welches biologische Geschlecht blinzelt häufiger?;- Weibliches -;True;B;1;space;1.40782099997159;1;0.863684299984016;5;0.362442999961786;40;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;86;Das Capybara ist das größte aller Beuteltiere.;Welches ist das größe Beuteltier?;- Capybara -;False;B;1;space;0.90169200010132;0;1.91880530002527;5;0.362341800006106;41;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;46;Balsaholz ist die schwerste aller Holzarten.;Wie lautet die schwerste Holzart?;- Balsaholz - ;False;A;0;space;1.26039909990504;0;1.37335200002417;2;0.285003899945877;42;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;16;Der höchste nordamerikanische Berg liegt in Wyoming.;Wo liegt der höchste nordamerikanische Berg?;- Wyoming -;False;A;0;space;1.44713330001105;0;1.37241660000291;1;0.252615299890749;43;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;113;In den USA gibt es die meisten Milliardäre auf der Welt.;In welchem Land gibt es die meisten Milliardäre auf der Welt?;- USA -;False;B;1;space;1.33156839990988;1;1.38277310004923;2;0.68929000000935;44;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;82;Das Hamam wurde in Griechenland erfunden.;Wo wurde das Hamam erfunden?;- Griechenland -;False;B;1;space;1.25205730006564;0;1.16420699993614;1;0.252997200004756;45;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;95;Winston Churchill erhielt den Nobelpreis für Literatur.;Welcher ehemalige Premierminister von Großbritannien erhielt einen Nobelpreis?;- Winston Churchill -;True;B;1;space;1.44386039988603;1;1.24922490003519;4;0.277672600001097;46;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;118;Magnesiummangel kann zu Hautproblemen führen.;Wozu kann Magnesiummangel u.a. führen?;- Hautprobleme -;False;B;1;space;1.26066010002978;1;1.01326749997679;6;0.350396699970588;47;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;15;Der nicht sichtbare Teil des Eisbergs heißt Eisbergkiel.;Wie heißt der nicht sichtbare Teil des Eisbergs?;- Eisbergkiel -;True;A;0;space;1.31909050000831;0;2.25677900004666;1;0.325997000094503;48;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;38;Spanholz besteht hauptsächlich aus Birkenholz.;Woraus besteht Spanholz hauptsächlich?;- Birkenholz -;True;A;0;space;1.15103210008238;1;1.65516079997178;1;0.258417199947871;49;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;25;Patagonien ist ein Landschaftsabschnitt in Asien.;Wo liegt der Landschaftsabschnitt Patagonien?;- Asien -;False;A;0;space;2.09985490003601;1;1.32395849993918;2;0.91609289997723;50;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;24;Unsere Atmosphäre enthält durchschnittlich rund 0,00025 % Ozon.;Wie viel Prozent Ozon enthält unsere Atmosphäre durchschnittlich?;- 0,00025 -;False;A;0;space;1.73117259994615;0;1.98054859996773;3;0.217265199986286;51;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;35;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;Das Baby welcher Bärenart ist kleiner als eine Maus?;- Panda -;True;A;0;space;6.94714159995783;1;1.49256589997094;3;0.158180399914272;52;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;32;Beim Rugby gibt es 30 SpielerInnen.;Wie viele SpielerInnen gibt es beim Rugby?;- 30 -;True;A;0;space;1.45013370004017;1;1.94379669998307;2;0.230018900008872;53;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;37;In den USA wird kein Teletext ausgestrahlt.;In welchem Land wird kein Teletext ausgestrahlt?;- USA -;True;A;0;space;1.73593829991296;0;1.02541480003856;1;0.268275499925949;54;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;93;Die Küstenseeschwalbe fliegt jedes Jahr ungefähr 40.000 km.;Wie viele Kilometer fliegt eine Küstenseeschwalbe ungefähr pro Jahr?;- 40.000 -;True;B;1;space;1.59906510007568;1;0.907962400000542;5;0.405080200056545;55;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;49;Lachse können bis zu 20 Jahre alt werden.;Wie alt (in Jahren) können Lachse werden?;- 20 -;False;A;0;space;1.23507099994458;1;1.40818469994701;4;0.269987099920399;56;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;41;Weibliche Taranteln töten circa 99% ihrer Nachkommen.;Welches Tier tötet ca. 99% ihrer Nachkommen?;- Tarantel -;True;A;0;space;1.85519859998021;0;1.84142519999295;2;0.281129900016822;57;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;109;Tequila wird aus dem Herzen der roten Agave gewonnen.;Aus welcher Agave wird Tequila gewonnen?;- Rote Agave -;False;B;1;space;1.09165029996075;1;1.09870600001886;5;0.666239900048822;58;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;19;Es gibt 56 verschiedene Arten eine Krawatte zu binden.;Wie viele berichtete Arten eine Krawatte zu binden existieren?;- 56 -;False;A;0;space;3.03811780002434;0;1.44539800006896;1;0.281367899966426;59;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;20;Die Schwarzerle zählt zu den Buchengewächsen.;Zu welcher Pflanzenfamilie gehört die Schwarzerle?;- Buchengewächsen -;False;A;0;space;1.54791329998989;1;0.936557000037283;6;0.317477700067684;60;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;77;Sumatra ist die viertgrößte Insel der Welt.;Wie lautet die viertgrößte Insel der Welt?;- Sumatra -;False;B;1;space;0.966718400013633;0;1.21126879996154;1;0.234895500005223;61;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;56;Wladimir Putin wurde in Murmansk geboren.;Wo wurde Wladimir Putin geboren?;- Murmansk -;False;A;0;space;1.10968270001467;0;1.54398899991065;1;0.130578499985859;62;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;69;Der Film Pretty Woman gewann keinen Oscar. ;Wie viele Oscars gewann der Film Pretty Woman?;- Keinen -;True;B;1;space;1.29421540000476;0;1.69323540001642;1;0.269638199941255;63;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;3;Der griechische Gott Apollon ist der Schutzherr der Küste.;Welcher griechische Gott ist der Schutzherr der Küste?;- Apollon -;True;A;0;space;1.83640669996385;0;2.23038099997211;2;0.263355000060983;64;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;7;Der Basenji ist der einzige Hund, der nicht bellt.;Welche Hunderasse ist dafür bekannt nicht zu bellen?;- Basenji - ;True;A;0;space;1.38328349997755;0;1.23511799995322;1;0.109444899950176;65;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;5;Freddie Mercurys Geburtsname lautete Bulsara.;Wie lautete Freddie Mercurys Geburtsname?;- Bulsara -;True;A;0;space;1.31749129993841;1;2.07103800005279;2;0.0339063999708742;66;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;94;Der Speisesaal eines Klosters wird Refektorium genannt.;Wie wird der Speisesaal eines Klosters genannt?;- Refektorium -;True;B;1;space;1.52369529998396;0;1.13266479992308;1;0.232743700034916;67;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;115;Die längsten bekannten Opern stammen von Gioacchino Rossini.;Von wem stammen die längsten bekannten Opern?;- G. Rossini -;False;B;1;space;1.21955070004333;1;0.911049999995157;3;0.223557600053027;68;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;63;Die Erde wird in 340 Längenkreise unterteilt.;In wie viele Längenkreise wird die Erde unterteilt?;- 340 -;True;B;1;space;1.32809020008426;1;1.51613250002265;2;0.673588100005873;69;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;75;Ein Menschenfloh kann 20cm hoch springen.;Wie hoch (in cm) kann ein Menschenfloh springen?;- 20 -;True;B;1;space;1.37642670003697;1;1.27524869993795;3;0.0361339000519365;70;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;55;Kokosnüsse haben einen höheren Fettanteil als Pistazien.;Welche Frucht hat einen höheren Fettanteil als Pistazien?;- Kokosnüsse -;False;A;0;space;3.5053978000069;1;1.03114490001462;5;0.307718300027773;71;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;84;Schweine können keinen Sonnenbrand bekommen.;Welche Nutztierart kann keinen Sonnenbrand bekommen?;- Schweine -;False;B;1;space;1.59158350003418;0;1.69896619999781;6;0.316448000026867;72;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;21;Brad Pitt heißt eigentlich Henry Bradley Pitt.;Wie lautet Brad Pitts erster Vorname?;- Henry -;False;A;0;space;1.02312080003321;1;1.66077990003396;2;0.240725800045766;73;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;87;Die Luftpumpe ist eine französische Erfindung.;Wo wurde die Luftpumpe erfunden?;- Frankreich -;False;B;1;space;1.21377419994678;0;1.03138639999088;1;0.244653999921866;74;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;48;Die Ostgoten zählten zum Stamm der Normannen.;Zu welchem Stamm gehörten die Ostgoten?;- Normannen -;False;A;0;space;1.68871609994676;0;0.962032399955206;1;0.187652199994773;75;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;60;Zuckerwatte wurde von einem Flugzeugpiloten erfunden.;Welchen Beruf übte der Erfinder der Zuckerwatte eigentlich aus?;- Pilot -;False;A;0;space;1.63730509998277;1;1.16685709997546;2;0.69496940006502;76;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;10;Die Nachfolger Mohammeds bezeichnet man als Kalifen.;Wie bezeichnet man die Nachfolger Mohammeds?;- Kalifen -;True;A;0;space;1.33851130004041;1;1.33584039995912;3;0.48245200002566;77;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;74;Robbie Williams heißt mit Zweitnamen Maximilian.;Wie lautet der Zweitname von Robbie Williams?;- Maximilian -;True;B;1;space;0.966985799954273;1;0.915942399995402;5;0.525736000039615;78;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;40;Der Name Wowereit heißt auf Litauisch Eichhörnchen.;Was heißt auf Litauisch Eichhörnchen?;- Wowereit -;True;A;0;space;1.81350869999733;1;1.1863422000315;3;0.0935050999978557;79;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;110;Albany ist die Hauptstadt des US-Bundesstaates New Jersey.;Wie lautet die Hauptstadt des US-Bundesstaates New Jersey?;- Albany -;False;B;1;space;1.79762589989696;1;1.4555044999579;3;0.212028600042686;80;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;78;Der Nacktmull ist das schmerzempfindlichste Tier der Welt.;Welches ist das schmerzempfindlichste Tier der Welt?;- Nacktmull -;False;B;1;space;1.0090386000229;0;1.46813589998055;4;1.77913899999112;81;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;1;Lybien ist das einzige Land mit einer einfarbigen Flagge.;Wie lautet das einzige Land mit einer einfarbigen Flagge?;- Lybien - ;True;A;0;space;1.87680920003913;0;1.48470859997906;1;0.165116499993019;82;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;91;Island ist geologisch das jüngste Inselland der Welt.;Wie lautet das geologisch jüngste Inselland der Welt?;- Island -;True;B;1;space;1.94797679991461;1;1.27778000000399;3;0.670952799962834;83;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;33;Die Wüste Dahna liegt in Saudi-Arabien.;Wo liegt die Wüste Dahna?;- Saudi-Arabien -;True;A;0;space;0.739472599932924;1;1.2128768999828;3;0.405200099921785;84;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;106;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;Wie viele verschiedene Schriften sind auf indischen Rupienscheinen zu finden?;- 12 -;False;B;1;space;2.34264769998845;1;0.827508499962278;3;0.233569800038822;85;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;104;Bob Dylan arbeit nebenberuflich als Winzer.;Als was arbeitet Bob Dylan nebenberuflich?;- Winzer -;True;B;1;space;1.11939849995542;0;1.29022960003931;2;0.0460439000744373;86;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;79;Ein Schwan trägt ca. 50.000 Federn am Körper.;Wie viele Federn trägt ein Schwan ungefähr am Körper?;- 50.000 -;False;B;1;space;1.13490370009094;0;1.97347339999396;1;0.136334800045006;87;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;100;Der Ladogasee ist der größte See Europas.;Wie lautet der größte See Europas?;- Ladogasee -;True;B;1;space;0.858333899988793;0;1.47803680005018;1;0.0857433999190107;88;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;73;Minerva ist die römische Göttin der Weisheit.;Wie heißt die römische Göttin der Weisheit?;- Minerva -;True;B;1;space;1.02351760002784;1;1.35625279997475;3;0.170723000075668;89;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;31;Hernando Cortéz eroberte Mexiko.;Wer eroberte Mexiko?;- Cortéz -;True;A;0;space;0.907875600038096;1;1.37631939991843;6;0.127666499931365;90;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;27;Die Norfolkinseln im Pazifik gehören zu Neuseeland.;Zu welchem Land gehören die im Pazifik gelegenen Norfolkinseln?;- Neuseeland -;False;A;0;space;2.10878529993352;0;1.24644290003926;1;0.0679675000719726;91;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;72;Seepferdchen gehören zur Gattung der Fische.;Zu welcher Tiergattung gehören Seepferdchen?;- Fische -;True;B;1;space;1.20678190002218;1;0.967282500001602;2;0.746210100012831;92;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;80;Alle Uhren im Film Pulp Fiction stehen auf 4.10 Uhr.;Welche Uhrzeit zeigen sämtliche Uhren im Film Pulp Fiction?;- 4:10 Uhr -;False;B;1;space;2.87627969996538;1;1.12182340002619;4;0.164358199923299;93;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;96;Alexander Graham Bell erfand das Tragflügelboot.;Wer erfand das Tragflügelboot?;- Graham Bell -;True;B;1;space;1.12294559995644;0;1.18331390002277;1;0.0741589999524876;94;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;30;French Fries wurden in England erfunden.;Wo wurden French Fries erfunden?;- England -;False;A;0;space;1.24408780003432;1;0.979316900018603;3;0.224120100028813;95;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;101;Der Schwertwal gehört zur Gattung der Delfine.;Zu welcher Familie gehört der Schwertwal?;- Delfine -;True;B;1;space;0.950523899984546;1;1.00888550002128;3;0.225882400060073;96;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;17;Bolivien ist der kleinste Binnenstaat Südamerikas.;Wie heißt der kleinste Binnenstaat Südamerikas?;- Bolivien -;False;A;0;space;1.45162770000752;0;0.954740699962713;1;0.0831301000434905;97;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;66;Der Bereich zwischen den Augenbrauen heißt Glabella.;Wie heißt der Bereich zwischen den Augenbrauen?;- Glabella -;True;B;1;space;1.05997740000021;1;1.32744419993833;3;1.04758999997284;98;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;43;Ein menschliches Haar wächst jährlich ca. 85 mm.;Wie viele Millimeter wächst ein menschliches Haar etwa in einem Jahr?;- 85 -;True;A;0;space;1.755981199909;1;2.79285740002524;4;0.239981900085695;99;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;11;Das Lieblingsgetränk von Benedikt XVI. war Fanta.;Was war das Lieblingsgetränk von Benedikt XVI.?;- Fanta -;True;A;0;space;1.06678220001049;0;0.909678699914366;1;0.215288799954578;100;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;98;Sheryl Crow war Hürdenläuferin.;Welche amerikanische Sängerin war mal Hürdenläuferin?;- Sheryl Crow -;True;B;1;space;1.84286839992274;0;1.15655349998269;1;0.0431405999697745;101;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;2;Delfine schwimmen höchstens 54 Kilometer pro Stunde.;Welche Geschwindigkeit (km/h) können Delfine erreichen?;- 54 - ;True;A;0;space;1.37913699995261;1;0.862645599991083;3;0.0969996999483556;102;2;weiblich;deutsch;Psychologie;2024.2.1post4
20 JU710;107;Die kanadische Sängerin Celine Dion hat acht Geschwister.;Wie viele Geschwister hat die Sängerin Celine Dion?;- Acht -;False;B;1;space;1.37079389998689;0;1.19699259998742;1;0.435695300111547;103;2;weiblich;deutsch;Psychologie;2024.2.1post4
